gateway,window_id,window_label,scale,repeat,selected_trace_rows,duration_s,success,success_rate,abd,abd_total,cascade_failed,cascade_rate,all_rejected,step0_rejected,effective_goodput_s,p50_ms,p95_ms,client_rc,client_timed_out,error,backend_mode,source_trace_sha256
plangate_relaxed,burst,burst,1.0,2,24,54.244,8,33.333,38.462,38.462,5,20.833,11,11,1.548561,6.826,808.5,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.0,3,24,52.65,10,41.667,37.5,37.5,6,25.0,8,8,1.709413,9.349,808.749,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.5,1,24,34.177,4,16.667,42.857,42.857,3,12.5,17,17,0.819256,6.314,807.538,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.5,2,24,34.349,4,16.667,55.556,55.556,5,20.833,15,15,0.756931,5.751,165.214,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,1.5,3,24,35.144,9,37.5,30.769,30.769,4,16.667,11,11,2.503967,156.218,808.571,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,2.0,1,24,26.333,4,16.667,66.667,66.667,8,33.333,12,12,0.987367,6.367,807.856,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,2.0,2,24,29.087,7,29.167,36.364,36.364,4,16.667,13,13,3.162878,8.521,808.527,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,burst,burst,2.0,3,24,26.33,9,37.5,40.0,40.0,6,25.0,9,9,2.696493,8.446,807.776,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.0,1,24,51.021,6,25.0,25.0,25.0,2,8.333,16,16,1.23479,6.7,807.762,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.0,2,24,51.176,8,33.333,33.333,33.333,4,16.667,12,12,1.856338,6.756,807.8,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.0,3,24,51.178,6,25.0,40.0,40.0,4,16.667,14,14,0.996524,6.466,807.932,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.5,1,24,34.825,11,45.833,35.294,35.294,6,25.0,7,7,3.445794,156.961,807.432,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.5,2,24,34.016,6,25.0,33.333,33.333,3,12.5,15,15,1.293492,6.03,807.984,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,1.5,3,24,36.102,8,33.333,42.857,42.857,6,25.0,10,10,2.243618,156.789,807.789,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,2.0,1,24,25.52,9,37.5,40.0,40.0,6,25.0,9,9,3.840062,157.137,808.31,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,2.0,2,24,25.523,6,25.0,57.143,57.143,8,33.333,10,10,2.58594,6.854,807.344,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
plangate_relaxed,peak_burst,peak-burst,2.0,3,24,25.504,5,20.833,50.0,50.0,5,20.833,14,14,2.901463,6.235,807.546,0,0,,mock_sterile_single_machine,4bb3783693d0a435686fbfc885615d2349bd067239079fa4b749f2e679e12122
